"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"SANIMA","2022-08-05","271","271","260.1","263","-1.31 %","23,563.00"
"SANIMA","2022-08-04","269","271","266","266.5","-2.42 %","43,929.00"
"SANIMA","2022-08-03","278","278","273","273.1","-1.41 %","46,713.00"
"SANIMA","2022-08-02","280","280","274","277","-0.72 %","33,823.00"
"SANIMA","2022-08-01","279","280","276","279","1.45 %","75,256.00"
"SANIMA","2022-07-31","263","275","261","275","5.73 %","91,322.00"
"SANIMA","2022-07-29","260","265","260","260.1","0.04 %","63,326.00"
"SANIMA","2022-07-28","257","268.4","257","260","-0.76 %","70,505.00"
"SANIMA","2022-07-27","267","268","256","262","-0.57 %","82,957.00"
"SANIMA","2022-07-26","270.1","272","263","263.5","-2.41 %","63,007.00"
"SANIMA","2022-07-25","275","278.9","269","270","0.00 %","73,731.00"
"SANIMA","2022-07-24","271","274","261","270","1.12 %","30,767.00"
"SANIMA","2022-07-22","270","270","266","267","-1.48 %","23,851.00"
"SANIMA","2022-07-21","275","275.2","270","271","-0.91 %","68,027.00"
"SANIMA","2022-07-20","274","275","270","273.5","-0.04 %","49,655.00"
"SANIMA","2022-07-19","270","277","270","273.6","0.59 %","32,313.00"
"SANIMA","2022-07-18","275","275","267.6","272","-0.33 %","53,133.00"
"SANIMA","2022-07-17","280","280","269","272.9","-1.12 %","27,954.00"
"SANIMA","2022-07-15","260","283","259","276","7.02 %","51,762.00"
"SANIMA","2022-07-14","266","267","257.9","257.9","-1.90 %","160,541.00"
"SANIMA","2022-07-13","260","264.9","257.1","262.9","1.12 %","117,895.00"
"SANIMA","2022-07-12","254","260","249","260","2.77 %","47,194.00"
"SANIMA","2022-07-11","260.1","260.2","252.9","253","-2.69 %","55,890.00"
"SANIMA","2022-07-08","272.3","272.3","260","260","-2.62 %","48,937.00"
"SANIMA","2022-07-07","267","277","264.6","267","-1.84 %","73,488.00"
"SANIMA","2022-07-06","276.4","276.4","265.7","272","0.37 %","32,594.00"
"SANIMA","2022-07-05","270","273.3","268","271","0.30 %","38,299.00"
"SANIMA","2022-07-04","278.4","282","270.2","270.2","-1.03 %","100,665.00"
"SANIMA","2022-07-03","274","278","269.1","273","-0.36 %","63,228.00"
"SANIMA","2022-07-01","282","282","272.1","274","-1.93 %","30,004.00"
"SANIMA","2022-06-30","272","279.4","270","279.4","2.72 %","59,764.00"
"SANIMA","2022-06-29","270","273.9","268","272","0.00 %","33,195.00"
"SANIMA","2022-06-28","272","272","263.7","272","0.00 %","26,781.00"
"SANIMA","2022-06-27","280.5","285","270.1","272","-2.16 %","37,951.00"
"SANIMA","2022-06-26","271.3","278","270","278","4.51 %","31,774.00"
"SANIMA","2022-06-24","262","274","257","266","0.11 %","21,723.00"
"SANIMA","2022-06-23","265","267","261.5","265.7","-1.04 %","17,811.00"
"SANIMA","2022-06-22","272","273.9","268.5","268.5","-1.10 %","22,161.00"
"SANIMA","2022-06-21","268","273","268","271.5","1.31 %","28,375.00"
"SANIMA","2022-06-20","271","272","267","268","-1.83 %","38,144.00"
"SANIMA","2022-06-19","280","280","271.5","273","-0.73 %","20,893.00"
"SANIMA","2022-06-17","276","277.5","274","275","0.18 %","11,559.00"
"SANIMA","2022-06-16","270","277.5","270","274.5","-0.15 %","67,005.00"
"SANIMA","2022-06-15","278","278.2","265","274.9","-1.43 %","56,408.00"
"SANIMA","2022-06-14","283","283","277","278.9","-0.39 %","25,837.00"
"SANIMA","2022-06-13","284.5","286","270","280","-1.86 %","331,856.00"
"SANIMA","2022-06-10","282.1","287","282","285.3","-0.59 %","14,141.00"
"SANIMA","2022-06-09","289","292","281.5","287","1.06 %","30,022.00"
"SANIMA","2022-06-08","284","288","274.9","284","1.25 %","56,972.00"
"SANIMA","2022-06-07","287","290","280","280.5","-3.24 %","45,440.00"
"SANIMA","2022-06-06","290","291.5","286","289.9","0.66 %","26,277.00"
"SANIMA","2022-06-03","291","292","285","288","-1.71 %","44,483.00"
"SANIMA","2022-06-02","299","299.8","290.1","293","-0.34 %","24,118.00"
"SANIMA","2022-06-01","293","301","292","294","0.38 %","20,751.00"
"SANIMA","2022-05-31","293","295","290","292.9","-0.71 %","31,160.00"
"SANIMA","2022-05-30","300","300","294.7","295","-1.34 %","37,275.00"
"SANIMA","2022-05-27","303","303.7","298","299","-1.16 %","28,494.00"
"SANIMA","2022-05-26","300.1","305","299","302.5","0.83 %","36,856.00"
"SANIMA","2022-05-25","302","302","297","300","0.33 %","26,954.00"
"SANIMA","2022-05-24","297","301","295","299","0.50 %","29,803.00"
"SANIMA","2022-05-23","301.8","302","296.5","297.5","-1.42 %","28,517.00"
"SANIMA","2022-05-20","308.2","308.2","301","301.8","-0.30 %","18,625.00"
